"","id","taxon","l","t","k","f","r","n"
"1382","5495.","Iva xanthiifolia","9","7","8","4","7","6"
"1383","0","Jasione laevis","9","6","1","5","3","2"
"1384","5502.","Jasione montana","7","6","3","3","3","2"
"1385","5508.","Jovibarba sobolifera","9","6","5","2","8","1"
"1386","5516.","Juglans regia","6","8","2","6","7","7"
"1387","5521.","Juncus acutiflorus","9","6","2","8","5","3"
"1388","5522.","Juncus alpino-articulatus","8","x","6","9","8","2"
"1389","5523.","Juncus ranarius","9","6","x","8","4","3"
"1390","0","Juncus anceps","8","6","1","7","7","4"
"1391","5525.","Juncus articulatus","8","x","3","9","x","2"
"1392","5526.","Juncus atratus","8","7","8","9","7","4"
"1393","0","Juncus balticus","8","4","2","8","2","2"
"1394","5528.","Juncus bufonius agg.","7","5","x","7","3","4"
"1395","5530.","Juncus bulbosus","6","6","2","10","5","2"
"1396","5531.","Juncus capitatus","8","7","3","7","4","3"
"1397","5534.","Juncus compressus","8","5","3","8","7","5"
"1398","5535.","Juncus conglomeratus","8","5","3","7","4","3"
"1399","5537.","Juncus effusus","8","5","3","7","3","4"
"1400","0","Juncus ensifolius","9","7","2","7","?","?"
"1401","5538.","Juncus filiformis","7","4","5","9","4","3"
"1402","5539.","Juncus gerardii","8","6","x","x","7","x"
"1403","5540.","Juncus inflexus","8","5","3","7","8","4"
"1404","5541.","Juncus jacquinii","9","2","4","5","2","1"
"1405","5542.","Juncus maritimus","9","7","3","7","7","6"
"1406","5544.","Juncus monanthus","9","2","4","5","8","2"
"1407","0","Juncus pygmaeus","9","7","1","7","4","2"
"1408","5545.","Juncus sphaerocarpus","8","8","6","8","8","2"
"1409","5546.","Juncus squarrosus","8","5","2","7","1","1"
"1410","0","Juncus stygius","8","4","4","9","4","3"
"1411","5547.","Juncus subnodulosus","8","6","2","8","9","3"
"1412","5548.","Juncus tenageia","8","7","2","7","5","4"
"1413","5549.","Juncus tenuis","6","6","3","6","5","5"
"1414","5551.","Juncus trifidus","8","2","3","4","4","2"
"1415","5552.","Juncus triglumis","8","2","7","9","6","2"
"1416","5577.","Juniperus communis ssp. communis","8","x","x","4","x","x"
"1417","5576.","Juniperus communis ssp. alpina","9","2","7","4","7","2"
"1418","5578.","Juniperus sabina","7","4","6","3","7","2"
"1419","5580.","Jurinea cyanoides","7","8","6","2","7","2"
"1420","5583.","Kalmia angustifolia","8","5","3","8","1","1"
"1421","5587.","Kernera saxatilis","9","3","2","3","9","2"
"1422","5596.","Kickxia elatine","7","6","2","4","7","3"
"1423","5598.","Kickxia spuria","7","7","2","4","7","3"
"1424","5606.","Knautia arvensis","7","6","3","4","x","4"
"1425","5618.","Knautia dipsacifolia","5","4","4","6","6","6"
"1426","5623.","Kobresia simpliciuscula (bipartia)","9","1","7","9","8","1"
"1427","1303.","Kochia laniflora (arenaria)","9","8","7","2","8","1"
"1428","0","Koeleria arenaria (albescens)","9","6","1","4","5","3"
"1429","5626.","Koeleria glauca","7","7","7","3","8","1"
"1430","5627.","Koeleria hirsuta","9","1","7","4","3","2"
"1431","5629.","Koeleria macrantha","7","6","7","3","8","2"
"1432","5630.","Koeleria pyramidata","7","6","4","4","7","2"
"1433","0","Koeleria vallesiana","9","8","5","1","9","1"
"1434","5646.","Laburnum anagyroides","7","7","3","3","8","3"
"1435","5648.","Lactuca perennis","9","7","4","2","8","2"
"1436","5649.","Lactuca quercina","5","7","5","4","8","3"
"1437","5650.","Lactuca saligna","9","8","5","4","8","5"
"1438","5652.","Lactuca serriola","9","7","7","4","x","4"
"1439","5653.","Lactuca tatarica","9","6","8","6","8","5"
"1440","5654.","Lactuca viminea","6","7","5","3","7","3"
"1441","5655.","Lactuca virosa","7","8","2","4","7","7"
"1442","4529.","Galeobdolon flavidum","4","3","4","5","7","6"
"1443","4530.","Galeobdolon luteum","3","5","4","5","7","5"
"1444","4532.","Galeobdolon montanum","3","4","5","6","7","6"
"1445","5661.","Lamium album","7","x","3","5","x","9"
"1446","5662.","Lamium amplexicaule","6","6","5","4","7","7"
"1447","5667.","Lamium hybridum agg.","7","6","4","5","7","7"
"1448","5664.","Lamium maculatum","5","x","4","6","7","8"
"1449","5666.","Lamium purpureum","7","5","3","5","7","7"
"1450","4884.","Lappula deflexa","8","x","7","4","x","8"
"1451","5677.","Lappula squarrosa","8","6","6","3","7","6"
"1452","5680.","Lapsana communis","5","6","3","5","x","7"
"1453","5684.","Larix decidua","8","x","6","4","x","3"
"1454","5688.","Laser trilobum","7","6","4","4","9","2"
"1455","5691.","Laserpitium halleri","8","3","7","4","3","2"
"1456","5694.","Laserpitium latifolium","7","4","2","5","9","3"
"1457","5698.","Laserpitium prutenicum","7","6","5","7","7","2"
"1458","5699.","Laserpitium siler","7","x","2","4","9","2"
"1459","5703.","Lathraea squamaria","3","5","3","6","7","6"
"1460","5708.","Lathyrus aphaca","7","7","3","3","8","3"
"1461","0","Lathyrus bauhinii (ensifolius)","5","6","4","5","9","2"
"1462","5710.","Lathyrus heterophyllus","7","7","4","4","8","2"
"1463","5711.","Lathyrus hirsutus","7","6","4","4","7","x"
"1464","5712.","Lathyrus laevigatus (luteus)","8","3","4","5","8","4"
"1465","5715.","Lathyrus latifolius","7","8","4","4","9","3"
"1466","5716.","Lathyrus linifolius","x","5","2","5","3","2"
"1467","0","Lathyrus maritimus","8","6","4","4","7","3"
"1468","5717.","Lathyrus niger","5","6","4","3","7","3"
"1469","5718.","Lathyrus nissolia","7","6","4","4","7","4"
"1470","5720.","Lathyrus palustris","8","6","x","8","8","3"
"1471","5722.","Lathyrus pannonicus ssp. collinus","8","7","6","3","9","2"
"1472","5725.","Lathyrus pratensis","7","5","x","6","7","6"
"1473","5727.","Lathyrus sylvestris","7","6","4","4","8","2"
"1474","5728.","Lathyrus tuberosus","7","6","6","4","8","4"
"1475","5730.","Lathyrus vernus","4","6","4","5","8","4"
"1476","5743.","Lavatera thuringiaca","7","6","4","5","?","7"
"1477","6033.","Ledum palustre","6","5","7","9","2","2"
"1478","6035.","Leersia oryzoides","8","6","3","10","8","8"
"1479","6037.","Legousia hybrida","7","7","2","4","7","3"
"1480","6038.","Legousia speculum-veneris","7","7","4","4","8","3"
"1481","3352.","Cytisus nigricans","6","6","5","4","6","2"
"1482","6065.","Lemna gibba","8","6","3","11","8","8"
"1483","6066.","Lemna minor","7","5","3","11","x","6"
"1484","6067.","Lemna trisulca","7","6","3","12","7","5"
"1485","6081.","Leontodon autumnalis","7","x","3","5","5","5"
"1486","6085.","Leontodon helveticus (pyrenaicus)","8","3","4","5","3","2"
"1487","6086.","Leontodon hispidus","8","x","3","5","7","6"
"1488","6091.","Leontodon incanus","7","x","4","3","9","2"
"1489","6093.","Leontodon montanus","8","2","4","5","9","3"
"1490","6097.","Leontodon saxatilis","8","6","2","6","6","5"
"1491","6101.","Leontopodium alpinum","8","2","5","4","8","2"
"1492","6104.","Leonurus cardiaca s.str.","8","6","6","5","8","9"
"1493","6106.","Leonurus marrubiastrum","7","7","8","6","8","8"
"1494","6109.","Lepidium campestre","7","6","3","4","8","6"
"1495","6111.","Lepidium densiflorum","8","7","7","4","7","6"
"1496","6112.","Lepidium graminifolium","8","8","3","3","6","5"
"1497","6113.","Lepidium heterophyllum","8","7","1","5","6","5"
"1498","6114.","Lepidium latifolium","9","6","8","5","7","5"
"1499","6115.","Lepidium neglectum","9","7","?","3","8","4"
"1500","6116.","Lepidium perfoliatum","8","6","8","6","6","5"
"1501","6117.","Lepidium ruderale","9","6","7","4","x","6"
"1502","6120.","Lepidium virginicum","8","7","x","4","6","5"
"1503","6210.","Leucanthemum atratum (halleri)","9","2","4","5","9","2"
"1504","0","Leucanthemum maximum","9","4","3","4","7","3"
"1505","6219.","Leucanthemum vulgare","7","x","3","4","x","3"
"1506","6234.","Leucojum aestivum","7","8","4","9","7","8"
"1507","6235.","Leucojum vernum","6","5","4","6","7","8"
"1508","6275.","Ligusticum mutellina","7","2","4","6","5","4"
"1509","6276.","Ligusticum mutellinoides","9","1","6","5","3","1"
"1510","6279.","Ligustrum vulgare","7","6","3","4","8","3"
"1511","6281.","Lilium bulbiferum","7","x","4","5","8","3"
"1512","6285.","Lilium martagon","4","x","5","5","7","5"
"1513","6288.","Limodorum abortivum","6","7","3","4","8","3"
"1514","0","Limonium vulgare","9","6","3","7","7","5"
"1515","6293.","Limosella aquatica","7","6","3","8","7","3"
"1516","6295.","Linaria alpina","9","3","4","4","8","2"
"1517","6299.","Linaria arvensis","6","7","2","5","7","5"
"1518","6307.","Linaria repens","7","6","1","4","4","6"
"1519","6310.","Linaria vulgaris","8","6","5","4","7","5"
"1520","0","Lindernia dubia","9","6","3","8","7","?"
"1521","6313.","Lindernia procumbens","9","7","5","8","7","6"
"1522","6315.","Linnaea borealis","5","x","5","5","2","2"
"1523","6318.","Linum austriacum","9","7","6","3","8","2"
"1524","6320.","Linum catharticum","7","x","3","x","7","2"
"1525","6321.","Linum flavum","8","7","6","4","8","3"
"1526","0","Linum leonii","9","7","5","3","9","1"
"1527","6328.","Linum perenne","7","x","6","3","8","2"
"1528","0","Linum perenne ssp. montanum","9","3","4","4","9","2"
"1529","6330.","Linum tenuifolium","9","8","4","2","9","2"
"1530","6333.","Linum viscosum","7","x","4","4","8","?"
"1531","6335.","Liparis loeselii","8","6","4","9","9","2"
"1532","6337.","Listera cordata","3","4","3","7","2","2"
"1533","6338.","Listera ovata","6","x","3","6","7","7"
"1534","6343.","Lithospermum officinale","6","6","5","5","8","5"
"1535","6345.","Littorella uniflora","7","5","2","10","7","2"
"1536","6347.","Lloydia serotina","9","1","7","5","5","1"
"1537","0","Lobelia dortmanna","7","5","2","10","5","1"
"1538","6365.","Loiseleuria procumbens","9","2","3","5","3","1"
"1539","6368.","Lolium multiflorum","7","7","3","4","7","8"
"1540","6369.","Lolium perenne","8","6","3","5","7","7"
"1541","6370.","Lolium remotum","7","6","4","5","5","4"
"1542","6373.","Lolium temulentum","7","7","3","4","8","x"
"1543","0","Lolium x hybridum","8","7","3","5","7","8"
"1544","6375.","Lomatogonium carinthiacum","8","1","5","5","7","2"
"1545","6377.","Lonicera alpigena","3","4","4","6","8","7"
"1546","6378.","Lonicera caerulea","5","3","7","8","2","2"
"1547","6381.","Lonicera caprifolium","7","7","4","4","8","2"
"1548","0","Lonicera etrusca","7","9","?","3","x","?"
"1549","6383.","Lonicera nigra","3","4","4","5","5","4"
"1550","6384.","Lonicera periclymenum","6","5","2","x","3","4"
"1551","6386.","Lonicera xylosteum","5","6","4","5","7","6"
"1552","6442.","Lotus corniculatus","7","x","3","4","7","3"
"1553","6446.","Lotus tenuis","7","6","3","7","8","4"
"1554","6445.","Lotus uliginosus","7","5","2","8","6","4"
"1555","6451.","Ludwigia palustris","8","7","3","9","4","4"
"1556","6454.","Lunaria rediviva","4","5","4","6","7","8"
"1557","6462.","Lupinus polyphyllus","7","5","4","5","4","x"
"1558","6464.","Luronium natans","8","6","1","11","5","3"
"1559","6467.","Luzula alpino-pilosa (spadicea)","7","2","?","7","4","3"
"1560","6470.","Luzula campestris","7","x","3","4","3","3"
"1561","6481.","Luzula multiflora","7","x","4","5","5","3"
"1562","6483.","Luzula pallescens","7","5","5","5","3","2"
"1563","0","Luzula desvauxii","7","4","4","6","4","4"
"1564","6473.","Luzula forsteri","4","8","2","4","5","2"
"1565","0","Luzula glabatra","8","2","5","6","7","3"
"1566","6476.","Luzula luzulina","3","3","4","4","5","2"
"1567","6477.","Luzula luzuloides","4","x","4","5","3","4"
"1568","6482.","Luzula nivea","4","5","4","5","3","3"
"1569","6484.","Luzula pilosa","2","x","3","5","5","4"
"1570","6485.","Luzula spicata","8","2","3","4","4","1"
"1571","6488.","Luzula sudetica","8","3","4","5","3","2"
"1572","6491.","Luzula sylvatica","4","4","2","5","4","4"
"1573","6497.","Lychnis flos-cuculi","7","5","3","7","x","x"
"1574","6499.","Lychnis viscaria","7","6","4","3","4","2"
"1575","6503.","Lycium barbarum","9","7","5","5","7","4"
"1576","6506.","Lycopodiella inundata","8","4","2","9","3","1"
"1577","6509.","Lycopodium annotinum","3","4","3","6","3","3"
"1578","6510.","Lycopodium clavatum","8","4","3","4","2","2"
"1579","6521.","Lycopus europaeus","7","6","5","9","7","7"
"1580","6523.","Lycopus exaltatus","7","6","6","9","8","8"
"1581","6525.","Lysimachia nemorum","2","5","2","7","7","7"
"1582","6526.","Lysimachia nummularia","4","6","4","6","x","x"
"1583","6527.","Lysimachia punctata","6","7","4","7","8","4"
"1584","6528.","Lysimachia thyrsiflora","7","6","1","9","x","4"
"1585","6529.","Lysimachia vulgaris","6","x","x","8","x","x"
"1586","6531.","Lythrum hyssopifolia","8","7","5","7","3","4"
"1587","6533.","Lythrum salicaria","7","5","5","8","6","x"
"1588","6545.","Maianthemum bifolium","3","x","6","5","3","3"
"1589","6547.","Malaxis monophyllos","3","4","5","8","6","6"
"1590","6558.","Malus sylvestris agg.","7","6","3","5","7","5"
"1591","6561.","Malva alcea","8","6","4","5","8","7"
"1592","6562.","Malva moschata","8","6","3","4","7","4"
"1593","6563.","Malva neglecta","8","6","7","5","7","9"
"1594","6564.","Malva pusilla","8","7","7","4","5","5"
"1595","6565.","Malva sylvestris","8","6","3","4","7","8"
"1596","6594.","Marrubium vulgare","9","7","5","4","8","8"
"1597","6596.","Marsilea quadrifolia","7","9","5","10","7","6"
"1598","6627.","Matricaria discoidea","8","5","3","5","7","8"
"1599","6626.","Matricaria recutita","7","6","5","5","5","5"
"1600","6629.","Matteuccia struthiopteris","5","6","4","8","7","7"
"1601","6638.","Medicago arabica","8","7","4","4","8","5"
"1602","6641.","Medicago lupulina","7","5","x","4","8","x"
"1603","6642.","Medicago minima","9","7","3","3","8","2"
"1604","6644.","Medicago polymorpha","9","8","3","3","7","5"
"1605","6640.","Medicago falcata","8","6","7","3","9","3"
"1606","6648.","Medicago sativa","8","6","6","4","7","x"
"1607","6667.","Melampyrum arvense","7","7","5","4","8","3"
"1608","6670.","Melampyrum cristatum","7","7","5","3","8","2"
"1609","6673.","Melampyrum nemorosum","5","6","4","4","6","4"
"1610","6674.","Melampyrum pratense","x","x","3","x","3","2"
"1611","0","Melampyrum pratense ssp. commutatum","5","6","3","4","4","2"
"1612","0","Melampyrum pratense ssp. oligocladum","5","3","4","5","2","2"
"1613","0","Melampyrum pratense ssp. paludosum","7","4","?","7","2","1"
"1614","0","Melampyrum pratense ssp. pratense","6","5","3","5","3","2"
"1615","6677.","Melampyrum sylvaticum","4","4","5","5","2","2"
"1616","6689.","Melica ciliata","8","7","4","2","7","2"
"1617","6695.","Melica transsilvanica","7","8","4","3","6","4"
"1618","6693.","Melica nutans","4","x","3","4","x","3"
"1619","6694.","Melica picta","5","8","4","4","6","4"
"1620","6696.","Melica uniflora","3","5","2","5","6","6"
"1621","6698.","Melilotus albus","9","6","6","3","7","4"
"1622","6699.","Melilotus altissimus","8","6","5","7","7","7"
"1623","6700.","Melilotus dentatus","8","6","7","6","7","5"
"1624","6701.","Melilotus indicus","9","6","4","5","7","7"
"1625","6703.","Melilotus officinalis","8","6","6","3","8","3"
"1626","6710.","Melittis melissophyllum","5","7","2","4","6","3"
"1627","6716.","Mentha aquatica","7","5","3","9","7","5"
"1628","6717.","Mentha arvensis","7","x","x","7","x","x"
"1629","6718.","Mentha longifolia","7","5","4","8","9","7"
"1630","6719.","Mentha x piperita","8","7","?","6","7","6"
"1631","6720.","Pulegium vulgare","8","7","3","7","7","7"
"1632","6723.","Mentha suaveolens","8","7","3","8","6","5"
"1633","6724.","Mentha x verticillata","7","5","?","8","7","?"
"1634","6738.","Menyanthes trifoliata","8","x","x","9","x","3"
"1635","6740.","Mercurialis annua","7","7","3","4","7","8"
"1636","6741.","Mercurialis ovata","5","7","4","4","7","5"
"1637","6743.","Mercurialis perennis","2","x","3","x","8","7"
"1638","6755.","Mespilus germanica","6","8","6","4","6","x"
"1639","6768.","Meum athamanticum","8","4","2","5","3","3"
"1640","6770.","Mibora minima","8","8","2","3","4","3"
"1641","1424.","Micropus erectus","9","9","?","2","9","1"
"1642","6818.","Milium effusum","4","x","3","5","5","5"
"1643","6823.","Mimulus guttatus","7","x","3","9","x","6"
"1644","6826.","Minuartia austriaca","9","2","4","5","9","2"
"1645","6828.","Minuartia cherlerioides","8","1","4","3","8","2"
"1646","6841.","Minuartia fastigiata","9","8","4","2","8","1"
"1647","6835.","Minuartia hybrida (tenuifolia)","9","7","3","3","8","3"
"1648","6830.","Minuartia gerardii","9","2","7","5","7","2"
"1649","6840.","Minuartia recurva","8","1","7","4","3","1"
"1650","6842.","Minuartia rupestris","8","1","4","3","8","2"
"1651","6843.","Minuartia sedoides","9","1","2","4","4","1"
"1652","6844.","Minuartia setacea","9","7","6","2","7","1"
"1653","0","Minuartia stricta","9","4","7","9","2","1"
"1654","6848.","Minuartia verna","9","4","5","3","x","1"
"1655","6849.","Minuartia viscosa","8","6","5","3","x","2"
"1656","6870.","Misopates orontium","7","7","3","5","5","5"
"1657","6884.","Moehringia ciliata","9","2","4","5","7","2"
"1658","6886.","Moehringia muscosa","5","3","2","7","9","2"
"1659","6887.","Moehringia trinervia","4","5","3","5","6","7"
"1660","6891.","Moenchia erecta","9","7","2","2","4","1"
"1661","6897.","Molinia arundinacea","7","6","5","x","x","3"
"1662","6898.","Molinia caerulea","7","x","3","7","x","2"
"1663","6903.","Moneses uniflora","4","x","5","5","4","2"
"1664","6908.","Monotropa hypopitys agg.","4","x","5","5","3","2"
"1665","6914.","Montia fontana","8","4","2","9","5","4"
"1666","6913.","Montia arvensis","7","6","2","8","3","4"
"1667","6934.","Muscari botryoides","7","5","4","5","x","x"
"1668","6935.","Muscari comosum","7","8","3","3","7","?"
"1669","6936.","Muscari neglectum","7","8","7","3","7","5"
"1670","0","Muscari racemosum","7","7","3","3","8","6"
"1671","6937.","Muscari tenuiflorum","7","8","6","3","8","?"
"1672","6939.","Myagrum perfoliatum","6","7","4","4","9","4"
"1673","6941.","Mycelis muralis","4","6","2","5","x","6"
"1674","6979.","Myosotis alpestris","8","2","4","5","9","4"
"1675","6980.","Myosotis arvensis","6","6","5","5","x","6"
"1676","6987.","Myosotis discolor","8","7","2","4","4","2"
"1677","6983.","Myosotis decumbens","8","3","2","6","5","7"
"1678","6989.","Myosotis caespitosa","7","6","3","9","4","7"
"1679","6990.","Myosotis nemorosa","7","5","4","8","5","5"
"1680","6994.","Myosotis palustris","7","x","5","8","x","5"
"1681","6992.","Myosotis ramosissima","9","6","5","2","7","1"
"1682","6993.","Myosotis rehsteineri","9","6","4","10","9","2"
"1683","6995.","Myosotis sparsiflora","5","6","6","6","7","7"
"1684","6997.","Myosotis stricta","8","6","5","3","6","2"
"1685","6999.","Myosotis sylvatica","6","x","3","5","x","7"
"1686","7001.","Myosoton aquaticum","7","5","3","8","7","8"
"1687","7003.","Myosurus minimus","8","7","5","7","6","5"
"1688","0","Myrica gale","8","6","2","9","3","3"
"1689","7005.","Myricaria germanica","8","4","7","8","8","3"
"1690","7009.","Myriophyllum alternifolium","7","5","2","12","6","3"
"1691","7011.","Myriophyllum spicatum","5","6","x","12","9","7"
"1692","7012.","Myriophyllum verticillatum","5","6","5","12","7","8"
"1693","7014.","Myrrhis odorata","7","6","2","5","7","7"
"1694","0","Najas flexilis","5","6","4","12","8","5"
"1695","0","Najas intermedia","7","6","4","12","9","4"
"1696","7026.","Najas marina","5","6","4","12","9","6"
"1697","7029.","Najas minor","6","7","4","12","8","4"
"1698","7035.","Narcissus pseudo-narcissus","8","4","2","6","4","4"
"1699","7036.","Narcissus radiiflorus (exsertus)","8","3","4","5","6","5"
"1700","0","Nardurus halleri","9","8","2","2","4","1"
"1701","7047.","Nardus stricta","8","x","3","x","2","2"
"1702","7049.","Narthecium ossifragum","8","4","1","9","2","1"
"1703","7052.","Nasturtium officinale agg.","7","x","3","10","7","7"
"1704","7073.","Neottia nidus-avis","2","5","3","5","7","5"
"1705","7075.","Nepeta cataria","8","7","3","4","7","7"
"1706","7076.","Nepeta pannonica","8","7","6","2","7","?"
"1707","7089.","Neslia paniculata","6","6","5","4","8","4"
"1708","7092.","Nicandra physalodes","8","7","?","4","7","7"
"1709","7099.","Nigella arvensis","8","7","5","3","9","3"
"1710","0","Nigritella miniata (nigra ssp. rubra)","8","2","?","4","9","2"
"1711","7110.","Nigritella nigra agg.","8","2","4","4","6","2"
"1712","7127.","Nonea pulla","7","6","6","3","9","2"
"1713","7141.","Nuphar lutea","8","6","4","11","7","6"
"1714","7142.","Nuphar pumila","8","4","7","11","4","2"
"1715","7144.","Nymphaea alba","8","6","3","11","7","5"
"1716","7145.","Nymphaea candida","8","6","6","11","4","4"
"1717","7149.","Nymphoides peltata","8","7","5","11","8","7"
"1718","0","Odontites litoralis","8","6","?","7","7","4"
"1719","7173.","Orthantha lutea","7","7","5","3","9","2"
"1720","7176.","Odontites vernus ssp. serotinus","6","6","3","5","7","5"
"1721","7175.","Odontites vernus ssp. vernus","6","6","3","5","6","5"
"1722","0","Odontites viscosa","6","7","7","3","7","2"
"1723","7187.","Oenanthe aquatica","7","6","5","10","7","6"
"1724","0","Oenanthe conioides","7","6","3","10","7","8"
"1725","7188.","Oenanthe fistulosa","7","7","2","9","8","5"
"1726","0","Oenanthe fluviatilis","8","7","1","11","8","7"
"1727","0","Oenanthe lachenalii","8","7","2","8","8","7"
"1728","0","Oenanthe peucedanifolia","7","7","2","9","x","3"
"1729","7189.","Oenanthe silaifolia","8","6","5","8","7","5"
"1730","7196.","Oenothera biennis","9","7","3","4","x","4"
"1731","0","Oenothera parviflora agg.","8","6","2","3","7","3"
"1732","0","Oenothera parviflora ammophila","9","6","4","3","8","5"
"1733","7232.","Omphalodes scorpioides","3","6","4","6","8","7"
"1734","7233.","Omphalodes verna","4","6","4","5","7","6"
"1735","7238.","Onobrychis arenaria","7","7","7","2","9","1"
"1736","7241.","Onobrychis montana","9","3","6","4","9","2"
"1737","7243.","Onobrychis viciifolia","8","7","6","3","8","3"
"1738","7245.","Ononis arvensis","8","6","7","4","7","2"
"1739","0","Ononis natrix","8","8","3","3","8","1"
"1740","7247.","Ononis repens","8","5","2","4","7","2"
"1741","7249.","Ononis rotundifolia","7","7","7","3","8","2"
"1742","7251.","Ononis spinosa","8","6","5","4","7","3"
"1743","7255.","Onopordum acanthium","9","7","6","4","7","8"
"1744","7259.","Onosma arenarium","7","8","6","3","8","1"
"1745","7290.","Ophioglossum vulgatum","7","6","3","7","7","2"
"1746","7295.","Ophrys apifera","7","6","2","4","9","2"
"1747","7297.","Ophrys holosericea","8","7","4","4","9","2"
"1748","7298.","Ophrys insectifera","7","5","4","4","9","3"
"1749","7299.","Ophrys sphecodes agg.","8","8","4","4","9","3"
"1750","7304.","Orchis coriophora","8","7","4","7","4","2"
"1751","7307.","Orchis mascula","6","x","3","4","8","x"
"1752","7310.","Orchis militaris","7","6","5","3","9","2"
"1753","7311.","Orchis morio","7","5","3","4","7","3"
"1754","7312.","Orchis pallens","4","5","4","5","8","4"
"1755","7313.","Orchis palustris","9","6","5","9","8","2"
"1756","7314.","Orchis purpurea","5","7","4","4","8","3"
"1757","7315.","Orchis simia","8","8","2","3","8","2"
"1758","7317.","Orchis tridentata","9","7","4","3","9","2"
"1759","7319.","Orchis ustulata","7","5","5","4","x","3"
"1760","7326.","Oreochloa disticha","9","1","4","5","1","1"
"1761","7332.","Origanum vulgare","7","x","3","3","8","3"
"1762","7336.","Orlaya grandiflora","7","7","2","3","9","4"
"1763","7340.","Ornithogalum kochii","9","8","5","2","8","1"
"1764","7341.","Ornithogalum nutans","6","7","4","4","7","7"
"1765","7344.","Ornithogalum pyrenaicum","4","6","2","5","6","5"
"1766","7348.","Ornithogalum umbellatum","6","6","4","5","7","7"
"1767","7351.","Ornithopus perpusillus","7","6","2","3","2","2"
"1768","7355.","Orobanche alba","8","x","3","3","9","x"
"1769","7357.","Orobanche alsatica ssp. alsatica","7","7","7","3","8","2"
"1770","7361.","Orobanche alsatica ssp. bartlingii","7","6","4","3","7","2"
"1771","0","Orobanche alsatica ssp. mayeri","x","5","7","3","7","x"
"1772","0","Orobanche amethystea","8","8","2","1","8","1"
"1773","7358.","Orobanche arenaria","7","8","5","3","x","1"
"1774","7362.","Orobanche caryophyllacea","8","6","5","3","9","2"
"1775","7363.","Orobanche coerulescens","9","7","7","2","8","1"
"1776","7365.","Orobanche elatior","7","7","5","4","8","3"
"1777","7366.","Orobanche flava","9","4","4","5","9","2"
"1778","7367.","Orobanche gracilis","x","x","2","3","7","2"
"1779","7368.","Orobanche hederae","4","6","2","5","6","x"
"1780","7371.","Orobanche lucorum","5","6","4","5","8","?"
"1781","7372.","Orobanche lutea","x","6","5","3","8","x"
"1782","7373.","Orobanche minor","6","6","2","5","7","5"
"1783","7375.","Orobanche picridis","7","7","2","4","7","5"
"1784","7376.","Orobanche purpurea","7","7","5","4","7","2"
"1785","7378.","Orobanche ramosa","6","7","5","5","7","7"
"1786","0","Orobanche rapum-genistae","x","6","1","5","3","2"
"1787","7379.","Orobanche reticulata","7","x","4","4","8","2"
"1788","7380.","Orobanche salviae","4","5","4","5","8","7"
"1789","7381.","Orobanche teucrii","8","6","2","2","9","1"
"1790","7389.","Orthilia secunda","4","x","3","5","x","2"
"1791","0","Osmunda regalis","5","6","2","8","4","5"
"1792","7445.","Ostrya carpinifolia","4","8","5","4","x","5"
"1793","7447.","Oxalis acetosella","1","x","3","5","4","6"
"1794","7448.","Oxalis corniculata","7","7","?","4","x","6"
"1795","7451.","Oxalis dillenii","7","7","3","5","6","5"
"1796","7453.","Oxalis fontana","6","6","?","5","5","7"
"1797","7461.","Oxyria digyna","8","2","x","5","3","3"
"1798","7466.","Oxytropis campestris","9","2","6","4","6","2"
"1799","7472.","Oxytropis jacquinii (montana)","8","2","4","4","9","2"
"1800","7475.","Oxytropis pilosa","9","7","7","1","7","1"
"1801","7521.","Papaver argemone","6","6","2","4","5","5"
"1802","7526.","Papaver dubium agg.","6","6","3","4","5","5"
"1803","0","Papaver dubium lecoquii","8","7","3","4","7","5"
"1804","7530.","Papaver hybridum","7","7","3","5","7","5"
"1805","7531.","Papaver rhoeas","6","6","3","5","7","6"
"1806","0","Papaver sendtneri","9","1","4","5","9","2"
"1807","7545.","Parapholis strigosa","8","6","2","7","7","4"
"1808","7549.","Parietaria judaica","6","7","2","7","8","7"
"1809","7550.","Parietaria officinalis","5","7","4","5","7","7"
"1810","0","Parietaria pensylvanica","7","7","?","5","7","8"
"1811","7552.","Paris quadrifolia","3","x","4","6","7","7"
"1812","7622.","Parnassia palustris","8","x","x","8","7","2"
"1813","7634.","Pastinaca sativa","8","6","5","4","8","5"
"1814","7644.","Pedicularis aspleniifolia","8","1","5","6","8","3"
"1815","7649.","Pedicularis foliosa","7","3","2","6","8","3"
"1816","7653.","Pedicularis oederi","9","2","7","5","9","2"
"1817","7654.","Pedicularis palustris","8","x","x","9","x","2"
"1818","7656.","Pedicularis recutita","8","3","4","6","7","4"
"1819","7659.","Pedicularis rostrato-capitata","8","2","4","5","9","3"
"1820","7661.","Pedicularis rostrato-spicata","7","2","4","5","9","4"
"1821","7664.","Pedicularis sceptrum-carolinum","8","5","7","8","8","2"
"1822","7666.","Pedicularis sylvatica","7","5","2","8","1","2"
"1823","7668.","Pedicularis verticillata","8","3","7","x","8","2"
"1824","7706.","Peplis portula","8","6","3","7","3","2"
"1825","7783.","Petasites albus","4","4","4","6","x","5"
"1826","7784.","Petasites hybridus","7","5","2","8","7","8"
"1827","7786.","Petasites paradoxus","8","3","4","6","8","3"
"1828","0","Petasites spurius","9","6","6","6","7","5"
"1829","7792.","Petrocallis pyrenaica","8","1","4","4","9","1"
"1830","7794.","Petrorhagia prolifera","8","7","3","3","5","2"
